2676821	Tai staigmena.	2757	Es una sorpresa.
1800928	Gyvenimas yra gražus.	2935	La vida es bella.
948437	Vienas, du, trys, keturi, penki, šeši, septyni, aštuoni, devyni, dešimt.	2972	Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.
567234	Tu atleistas.	56697	Estás despedido.
1641532	Sausis yra pirmas metų mėnuo.	329852	Enero es el primer mes del año.
1663153	Kas jis toks?	329918	¿Quién es él?
2250506	Mes ilgokai vienas su kitu kalbėjome.	330002	Hablamos durante un momento.
5989044	Ar galima įeiti?	330123	¿Puedo entrar?
3954017	Ar jis turi brolių?	338824	¿Él tiene hermanos?
1625201	Ji parašė daug eilėraščių.	340027	Ella escribió muchos poemas.
2616209	Jis pasakė: "Aš esu iš Kanados".	342637	Él dijo: "soy de Canadá".
2191865	Man skauda pilvą.	346303	Me duele el estómago.
3546918	Kas tu?	356202	¿Quién eres?
571257	Mūsų komanda devėjo raudonus marškinėlius.	359476	Nuestro equipo llevaba camisetas rojas.
2287098	Kodėl?	375871	¿Por qué?
1594195	Jis mėgsta plaukioti.	434964	A él le gusta nadar.
575054	Kiek kainuoja morkos?	436181	¿Cuánto cuestan las zanahorias?
3589724	Kiek kainuoja?	436193	¿Cuánto cuesta?
624320	Esu laimingas.	436371	Estoy contento.
4584099	Jis jau nebe vaikas.	459176	Él ya no es un niño.
3953867	Aš ieškau savo brolio.	459182	Estoy buscando a mi hermano.
1605272	Kas?	461021	¿Qué?
2667601	Taip.	477134	Sí.
2153772	Karas liečia mus visus.	489076	La guerra nos concierne a todos.
2457476	Kas yra meilė?	502365	¿Qué es el amor?
4584177	Niekas negali išspręsti šios problemos.	507457	Nadie puede resolver este problema.
2727883	Rudenį aš vykstu į Paryžių.	520556	Voy a ir a París en otoño.
2700877	Staiga išgirdau klyksmą.	530668	De repente oí un grito.
2173741	Labas! Kaip sekasi?	535236	¡Hola! ¿Cómo estás?
566990	Kokia tavo kraujo grupė?	539463	¿Cuál es tu grupo sanguíneo?
1775191	Šiandien sekmadienis.	540293	Hoy es domingo.
2714856	Bobas yra mano draugas.	540476	Bob es mi amigo.
2160516	Aš neprisimenu.	550491	No me acuerdo.
2667731	Kiekvieną mėnesį skaitau penkis skirtingus žurnalus.	553934	Leo cinco diferentes clases de revistas cada mes.
1685285	Tėtis nupirko man kamerą.	562093	Papá me compró una cámara.
1685286	Tėtis nupirko man fotoaparatą.	562093	Papá me compró una cámara.
1605541	Man visur skauda.	568015	Me duele todo.
571404	Pone, prašom užpyldykite šitą formą.	571815	Por favor, señor, rellene este formulario.
2156675	Aš kairiarankis.	573648	Soy zurdo.
3206194	Rytoj jis bus užsiėmęs.	579819	Él estará ocupado mañana.
579220	Ar gali ateiti devintą?	579932	¿Puedes venir a las nueve?
1607563	Nebūk kvailas.	590878	No seas tonto.
631677	Mano motina negali ateiti.	592600	Mi madre no puede venir.
3695251	Kaip pasakyti... ?	602233	¿Cómo se dice...?
948437	Vienas, du, trys, keturi, penki, šeši, septyni, aštuoni, devyni, dešimt.	603696	Un, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.
4614494	Prašom pakeisti vėliavą.	611831	Por favor, cambia la bandera.
2016763	Ji turi ilgus plaukus.	618637	Ella tiene el pelo largo.
3173877	Pabučiuok mane.	622280	Bésame.
1607226	Ji mėgsta šias kates.	623421	A ella le gustan estos gatos.
1607227	Ji mėgsta šiuos katinus.	623421	A ella le gustan estos gatos.
1502672	Ji mėgsta vyną.	638370	A ella le gusta el vino.
575053	Triušiai mėgsta valgyti morkas.	668276	A los conejos les gusta comer zanahorias.
1222139	Gerumas tai kalba, kurią kurtieji gali girdėti, o aklieji gali matyti.	668542	La amabilidad es el lenguaje que el sordo puede oír y el ciego puede ver.
3137833	Nesu mokytojas.	669984	No soy maestro.
1635296	Aš norėčiau keliauti aplink pasaulį.	671749	Me gustaría viajar alrededor del mundo.
6398242	Verkiu kaskart kai išgirstu šią dainą.	679769	Lloro cada vez que oigo esta canción.
2714525	Pasaulis prasidėjo be žmogaus ir baigsis be jo.	683174	El mundo empezó sin el hombre y se acabará sin él.
566992	Kokia tavo nuomonė?	687370	¿Qué opinas?
3954233	Sveikas atvykęs namo, broliuk!	691753	¡Bienvenido a casa, hermanito!
2653796	Jis labai mėgsta žvejybą.	697890	Le encanta pescar.
2120437	Mūsų restoranas yra geriausias.	698075	Nuestro restaurante es el mejor.
4584950	Aš tiksliai neprisimenu.	703009	Yo no recuerdo con precisión.
2173716	Pasirašykite šį čekį.	706760	Endosa este cheque.
2282338	Aš gyvenu kartu su tėvais.	712061	Vivo con mis padres.
1594195	Jis mėgsta plaukioti.	730018	Le gusta nadar.
2667622	Mano brolis gyvena Tokijuje.	736701	Mi hermano vive en Tokio.
2153310	Jis nėra mažiau protingas nei jo tėvas.	740416	Él no es menos listo que su padre.
1605537	Tavo tėvas yra Japonas.	782736	Tu padre es japonés.
1620522	Jis to nežinojo.	831505	Él no sabía eso.
1619355	Sekmadienis yra paskutinė savaitės diena.	853847	El domingo es el último día de la semana.
2630772	Mes jiems suteiksime moralinę paramą.	854950	Les daremos apoyo moral.
3090797	Tu dirbi?	855083	¿Estás trabajando?
1580028	Kur dabar esi?	866371	¿Dónde estás ahora?
1631845	Tai lengva.	867222	Es fácil.
