471473	Estas multaj stelaroj en la universo.	337427	У всесвіті багато галактик.
1244027	Estas multaj galaksioj en la universo.	337427	У всесвіті багато галактик.
382958	Ŝi duŝas sin ĉiumatene.	337429	Вона приймає душ щоранку.
452464	Mia onklo hieraŭ mortis pro stomakkancero.	337445	Мій дядько вчора помер від раку шлунку.
520394	La lernejo estis fondita en 1650.	337547	Ця школа була заснована в 1650 році.
429663	Mi ĉion diris.	337594	Я все сказав.
452424	Eble neĝos.	337609	Може піти сніг.
428474	Mi havas revon.	337618	У мене є мрія.
5148216	Revon havas mi.	337618	У мене є мрія.
382671	Ĉinio estas multe pli granda ol Japanio.	337632	Китай набагато більший за Японію.
1656611	La ŝipo transportas krudajn materialojn el Indonezio.	337637	Корабель перевозить сировину з Індонезії.
435129	Hitler gvidis Germanujon al la milito.	337646	Гітлер повів Німеччину в війну.
382668	Jen Japanio.	337652	Це Японія.
448664	Berno estas la ĉefurbo de Svislando.	337662	Берн — столиця Швейцарії.
465108	Svislando estas bela lando.	337664	Швейцарія — гарна країна.
1001494	Svisujo estas bela lando.	337664	Швейцарія — гарна країна.
457449	Svislando estas neŭtrala lando.	337665	Швейцарія — нейтральна країна.
1001496	Svisujo estas neŭtrala lando.	337665	Швейцарія — нейтральна країна.
458660	La aŭtobuso tuj foriros.	337682	Автобус скоро поїде.
432075	Kanado havas malvarman klimaton.	337707	У Канаді холодний клімат.
560795	Mike ŝatas ludi korbopilkon.	337752	Майку подобається грати у баскетбол.
446151	Bonan apetiton!	379021	Смачного!
428166	Mi venis, mi vidis, mi venkis.	379211	Прийшов, побачив, переміг.
798473	Mi venis, vidis, venkis.	379211	Прийшов, побачив, переміг.
539464	Mi piediras al lernejo.	379338	Я ходжу до школи пішки.
428182	Barbo ne faras iun filozofo.	379344	Борода не робить філософом.
727966	Vantaĵo de vantaĵoj; ĉio estas vantaĵo.	379354	Марнота марнот, і все — марнота.
466928	Feliĉan naskiĝtagon!	379377	З днем народження!
4222963	Feliĉan datrevenon!	379377	З днем народження!
540382	Vi ĉiam kantas.	379402	Ти завжди співаєш.
338796	Ĉu vi havas kondomon?	379413	Ти маєш презерватив?
338387	Ne forgesu la bileton.	379441	Не забудьте квиток.
382056	Dankon!	379450	Дякую!
1198815	Dankon.	379450	Дякую!
3755069	Dankon, ne necesas rekonduki min.	379460	Дякую, не треба мене проводжати.
446200	Ĉu vi estas studento?	379622	Ти студент?
3245546	Ne kredu lin.	379626	Не вір йому.
523081	"Kiu estas li?" - "Li estas Jim".	379631	«Хто це?» — «Це Джим».
1054109	"Kiu li estas?" "Li estas Jim."	379631	«Хто це?» — «Це Джим».
2188035	Horloĝo pendas ĉe la muro.	379637	На стіні висить годинник.
459252	Kiel belas la luno ĉi-vespere!	379786	Який гарний сьогодні місяць!
1638564	Tiu problemo estas tro simpla.	379796	Ця задача занадто проста.
515263	Tom ne manĝis hieraŭ vespere.	379952	Вчора вечером Том не повечеряв.
1209260	Pardonu, sed tio simple ne eblas.	379953	Перепрошую, але це просто неможливо.
648000	Ĉiu vulpo sian voston laŭdas.	381071	Кожен кулик своє болото хвалить.
518227	Li certe venos.	381259	Він обов'язково прийде.
671409	Kial li ŝanĝis siajn planojn?	381279	Чому він змінив свої плани?
3290456	Tio estis malica leporo.	381372	Це був злий заєць.
338270	Ĉiuj homoj estas denaske liberaj kaj egalaj laŭ digno kaj rajtoj. Ili posedas racion kaj konsciencon, kaj devus konduti unu al alia en spirito de frateco.	382264	Усі люди народжуються вільними і рівними у своїй гідності та правах. Вони наділені розумом і совістю і повинні діяти у відношенні один до одного в дусі братерства.
1814914	Ne ĉiam facilas distingi la japanan kaj la ĉinan.	384368	Відрізнити японську від китайської не завжди легко.
1755650	Li denove perdis sian ombrelon.	385408	Він знов загубив свою парасолю.
983888	Ĉu vi rigardis tiun filmon?	386861	Ви дивилися цей фільм?
602161	Kiu inventis la telefonon?	386922	Хто винайшов телефон?
447215	Tio savis min.	387825	Це мене врятувало.
460047	La luno speguliĝis sur la lago.	387832	Місяць відбивався в озері.
460570	Mia lingvo ne estas en la listo!	389260	Моєї мови немає в списку!
447478	Tio estas mia pantalono.	394351	Це мої штани.
435147	Germanujo estas parlamenta respubliko.	394463	Німеччина — парламентська республіка.
412458	Ne, dankon.	395417	Ні, дякую.
428137	Mi tradukas.	399167	Я перекладаю.
1219233	Mi tradukantas.	399167	Я перекладаю.
4344297	Mi estas tradukanta.	399167	Я перекладаю.
633567	Bonan vesperon!	399611	Добрий вечір.
432811	Multan dankon!	399619	Дуже дякую!
432811	Multan dankon!	399620	Щиро дякую!
5239939	Miaj pensoj estas kaptitaj en la reto de la Lvivaj stratoj.	400679	Мої думки липнуть до павутиння львівських вулиць.
830162	Ĉiu stelo estas sfero.	401851	Кожна зірка — це сфера.
