480607	Bir fincan kahve ister misin?	5945	Wilt u een kopje koffie?
2017132	Yaşınız nedir?	5946	Hoe oud bent u?
480648	Yağmuru sevmiyoruz.	5948	We houden niet van regen.
480659	Hava nasıl?	5952	Hoe is het weer?
480663	Paris'te bir aylığına bir oda kiraladım.	5954	In Parijs heb ik voor een maand een kamer gehuurd.
480675	Ben mektup kağıdı, birkaç pul ve birkaç kağıt mendil alıyorum.	5956	Ik koop briefpapier, postzegels en papieren zakdoekjes.
3557320	Ben mektup kâğıdı, pul ve kâğıt mendil satın alıyorum.	5956	Ik koop briefpapier, postzegels en papieren zakdoekjes.
480681	Günaydın, nasılsın?	5960	Goedemorgen, hoe maakt u het?
480685	Günaydın, nasılsınız?	5960	Goedemorgen, hoe maakt u het?
475257	Muiriel şimdi 20 yaşında.	5961	Muiriel is nu 20 jaar oud.
1090574	Muiriel şimdi 20.	5961	Muiriel is nu 20 jaar oud.
349062	Bilmiyorum.	5962	Ik weet het niet.
1567353	Ben bilmiyorum.	5962	Ik weet het niet.
2307021	Bilmem.	5962	Ik weet het niet.
481645	Adalet pahalıdır.	5963	Gerechtigheid is duur.
481644	Çoğu kişi deli olduğumu düşünüyor.	5964	De meeste mensen denken dat ik gek ben.
459547	Mutlu yıllar Muiriel!	5967	Gelukkige verjaardag Muiriel!
481642	İyi ki doğdun Muiriel!	5967	Gelukkige verjaardag Muiriel!
1032310	İyi ki doğdun, Muiriel!	5967	Gelukkige verjaardag Muiriel!
1166752	Doğum günün kutlu olsun, Muiriel.	5967	Gelukkige verjaardag Muiriel!
481638	Bugün Haziran'ın 18'i ve bugün Muiriel'in doğum günü!	5968	Vandaag is het 18 juni en het is de verjaardag van Muiriel!
479380	O nedir?	5969	Wat is dat?
477648	Bir şeyler deneyelim!	5971	Laten we iets proberen!
1166748	Bir deneyelim.	5971	Laten we iets proberen!
481660	Dağlardaydım.	5978	Ik was in de bergen.
1090620	Ben dağlardaydım.	5978	Ik was in de bergen.
3612369	Birazdan dönerim.	5983	Ik ben zo terug.
3612371	Hemen dönerim.	5983	Ik ben zo terug.
3556546	Az önce mikrofonum çalışmadı, sebebini bilmiyorum.	5987	Om de een of andere reden werkte de microfoon daarnet niet.
847962	Vaktim olup olmadığını bilmiyorum.	5988	Ik weet niet of ik tijd heb.
1090625	Zamanım olup olmadığını bilmiyorum.	5988	Ik weet niet of ik tijd heb.
930507	Bu yeni bir fotoğraf mı?	5989	Is dit een recente foto?
4647549	Paco şehir manzarası çizer.	330703	Paco tekent stadsgezichten.
767462	Rubén üç çocuk babasıdır.	330706	Rubén is vader van drie kinderen.
483496	Selam.	373338	Hallo.
474483	Dikkat!	375826	Kijk uit!
373287	Hoş geldin!	375831	Welkom!
1283405	Hoş geldiniz!	375831	Welkom!
1269000	O, sandalyenin altında.	375838	Het ligt onder de stoel.
3077045	Takma kafana.	375855	Maak je geen zorgen.
479143	Neden gelmedin?	375861	Waarom kwam je niet?
3869366	Ne sebeple?	375869	Waarom?
479162	Lütfen bir dolmakalem ile yaz.	375885	Schrijf alstublieft met een pen.
3604205	Düzenli olarak makale yazıyorum.	375886	Ik schrijf regelmatig artikels.
1254948	O ne dedi?	375893	Wat heeft hij gezegd?
614674	Ne dedin?	375896	Wat heb je gezegd?
2116342	Bunu söylemeye nasıl cesaret edersin!	375899	Hoe durf je dat te zeggen.
861437	Aşağıdaki cümleleri Japoncaya çevir.	375908	Vertaal de volgende zinnen in het Japans.
1266297	Giysi insan yapar.	375961	Kleren maken de man.
479265	Bana bu kalenin anahtarını ver!	375963	Geef me de sleutel van dit kasteel!
479253	O çok güzel.	376005	Zij is zeer mooi.
459300	Ne?	376066	Wat?
479147	Ne yapıyorsun?	376069	Wat ben je aan het doen?
1283838	Ne yapıyordun?	376075	Wat was je aan het doen?
4347811	Yaptığın neydi?	376075	Wat was je aan het doen?
479161	Bir kere daha dene.	376078	Probeer het nog eens.
1641202	Dağ kar ile kaplı.	377180	De berg is bedekt met sneeuw.
13169290	Otobüs birazdan kalkacak.	377208	De bus vertrekt dadelijk.
461294	Bu renk hoşuna gidiyor mu?	377209	Vind je dit een mooie kleur?
3541446	O, Çin'den döndü.	377210	Hij is teruggekomen uit China.
3541449	O, Çin'den geri geldi.	377210	Hij is teruggekomen uit China.
1041218	Bu kuralın geçerli olmadığı bazı durumlar vardır.	377231	Er zijn gevallen waarin deze regel niet geldt.
7449079	Bu kuralın uygulanmadığı senaryolar da mevcut.	377231	Er zijn gevallen waarin deze regel niet geldt.
3559778	Bu klima çok elektrik tüketir.	377302	Deze airconditioner verbruikt veel elektriciteit.
489566	Almanya, Hollanda ile komşudur.	377305	Duitsland grenst aan Nederland.
4761425	Almanya, Hollanda ile aynı sınırı paylaşır.	377305	Duitsland grenst aan Nederland.
5155218	Almanya Hollanda'ya sınır komşusudur.	377305	Duitsland grenst aan Nederland.
3532422	Sanırım o İspanya'da oturuyordu.	377311	Hij heeft, geloof ik, in Spanje gewoond.
3532426	Sanırım o İspanya'da yaşıyordu.	377311	Hij heeft, geloof ik, in Spanje gewoond.
612629	Kuzeyde İskoçya, güneyde İngiltere, batıda Galler ve daha batıda da Kuzey İrlanda var.	377333	In het noorden ligt Schotland, in het zuiden Engeland, in het westen Wales, en nog verder naar het westen Noord-Ierland.
1530192	Lütfen bana bir şans daha verin.	377336	Geef me alstublieft nog een kans.
698091	Yarın kar yağacak.	377339	Morgen gaat het sneeuwen.
1621530	Bu şarap son derece lezzetli.	377348	Deze wijn is erg lekker.
3560667	Kimin seçileceği hakkında hiçbir şüphe yok.	377349	Er bestaat geen twijfel over wie er gekozen zal worden.
