3749708	Tom istui odottamaan.	5214094	Umupo si Tom at naghintay.
3792463	Puhutko omasta mielestäsi sujuvasti ranskaa?	7139178	Itinuturi mo ba ang iyong sarili na matatas na mananalita ng Pranses?
3794385	Joni ei osaa puhua ranskaa hyvin.	7143217	Hindi magaling magsalita ng Pranses si Juan.
10312239	Olen aina halunnut mennä Muumilaaksoon.	10312246	Palagi kong nais na pumunta sa Lambak ng mga Moomin.
10312247	En ole koskaan nähnyt Muumipeikkoa tosielämässä.	10312252	Hindi pa ako nakakita ng isang Trol na Moomin sa totoong buhay.
10318349	Oletko koskaan ollut Muumitalossa?	10318350	Naranasan mo na ba ang bahay ng Moomin?
10318353	Söin muumitalossa.	10318354	Kumain ako sa bahay ng Moomin.
10318388	Muumitalo on lähellä.	10318395	Malapit ang bahay ng Moomin.
10318462	Muumitalo on lumen peitossa.	10318470	Natatakpan ng niyebe ang bahay ng Moomin.
10318622	Muumeilla on pitkä historia.	10318627	May mahabang kasaysayan ang mga Moomin.
10318655	Muumit nukkuvat talven.	10318660	Natutulog sa taglamig ang mga Moomin.
10318753	Muumijoki on jäinen.	10318758	Nagyeyelo ang ilog ng Moomin.
10318766	Muumipuutarha on täynnä lunta.	10318772	Puno ng niyebe ang hardin ng Moomin.
10318801	Muumipuutarhassa sataa lunta.	10318807	Nagniyeniyebe sa hardin ng Moomin.
10318810	Muumipuutarhassa on lunta ja puita.	10318811	Mayroong niyebe at mga puno sa hardin ng Moomin.
10324527	Puistossa on paljon puita.	10324528	Maraming mga puno sa parke.
10330905	Keittiössä on appelsiineja.	10330906	May mga dalandan sa kusina.
10330909	Keittiössä on omenoita.	10330910	May mga mansanas sa kusina.
10330912	Korissa on appelsiineja.	10330913	May mga dalandan sa basket.
10330924	Laatikossa on appelsiineja.	10330926	May mga dalandan sa kahon.
10330948	Autotallissa on omenoita.	10330951	May mga mansanas sa garahe.
8334926	Mies risteytti kirjekyyhkyn ja papukaijan. Tuloksena oli kirjepapukaija, joka pystyi toistamaan kuljetettavan viestin, sen sijaan että olisi vain kantanut paperinpalaa. Mutta linnun ensimmäinen matka kesti kokonaisen tunnin, vaikka kirjekyyhky olisi selvinnyt samasta matkasta minuuteissa. – Mikä sinua pidätti, kysyi mies. – No, sää oli aivan ihana, sanoi lintu ja jatkoi, – ja siksi päätin kävellä matkan.	12870768	Isang lalaki ang tumawid sa isang carrier na kalapati at isang loro. Ang resulta ay isang letter parrot na maaaring ulitin ang mensaheng dala nito, sa halip na isang pirasong papel lamang ang dala. Ngunit ang unang biyahe ng ibon ay tumagal ng isang buong oras, kahit na ang carrier na kalapati ay gagawa ng parehong biyahe sa ilang minuto. - Ano ang huminto sa iyo, tanong ng lalaki. - Buweno, ang panahon ay talagang kahanga-hanga, sabi ng ibon at nagpatuloy, - at iyon ang dahilan kung bakit nagpasya akong maglakad sa malayo.
