414528	Mennem kell aludni.	4368	Devo andare a dormire.
522343	Aludni kell mennem.	4368	Devo andare a dormire.
5254376	Nem fog megváltozni semmi.	4374	Non cambierà niente.
8763252	Harminc ercsi lesz.	4375	Costerà trenta euro.
9429392	Harminc erkába fog kerülni.	4375	Costerà trenta euro.
414558	Hiányzol.	4377	Mi manchi.
414573	Biztos vagy benne?	4378	Sei sicuro?
4271739	És akkor?	4379	E allora?
526529	Miért kérdezed?	4381	Perché lo chiedi?
526535	Ez nem fontos.	4384	Non è importante.
3954672	Nem fontos.	4384	Non è importante.
433087	Szeretlek.	4388	Ti amo.
3196060	Szeretlek!	4388	Ti amo.
9680696	Én téged szeretlek.	4388	Ti amo.
826811	Gratulálok!	4389	Congratulazioni!
538791	Nem vagy elég gyors.	4391	Non sei abbastanza veloce.
538848	Ez egy szójáték.	4392	È un gioco di parole.
11510268	Ez szójáték.	4392	È un gioco di parole.
1304795	Kérlek, ne sírj.	4395	Ti prego, non piangere.
573754	Oda-vissza? Csak oda.	4398	Andata e ritorno? Solo andata.
575431	Ne nyisd ki, mielőtt a vonat megáll.	4400	Non aprire prima che il treno sia fermo.
433796	Tudsz olaszul?	4404	Parli italiano?
3314236	Beszélsz olaszul?	4404	Parli italiano?
583905	Holnap látjuk egymást?	4419	Ci vediamo domani?
3308875	Látjuk egymást holnap?	4419	Ci vediamo domani?
5359258	Hogy mondják ezt olaszul?	4420	Come si dice questo in italiano?
10345640	Hogy nevezik ezt olaszul?	4420	Come si dice questo in italiano?
583974	Hány óra van?	4425	Che ore sono?
2115602	Mennyi az idő?	4425	Che ore sono?
5373837	Honnan jössz?	4426	Da dove vieni?
686073	Hogy hívnak?	4427	Come ti chiami?
583978	Nem az én hibám!	4429	Non è colpa mia!
3313916	Nagyon szexis.	4441	È molto sexy.
585377	Hány éves vagy?	4443	Quanti anni hai?
2206073	Mennyi idős vagy?	4443	Quanti anni hai?
433847	Fáj a fejem.	4447	Mi fa male la testa.
587524	Ma este templomba megyünk.	4450	Stasera andiamo in chiesa.
587532	Nem érzem jól magam.	4452	Non mi sento bene.
5735548	Ez túl drága!	4454	È troppo caro!
3318435	Férjnél vagyok és van két gyerekem.	4458	Sono sposata e ho due bambini.
4177371	Házas vagyok, és két gyerekem van.	4458	Sono sposata e ho due bambini.
593667	Szeretnék Párizsban tanulni.	4460	Vorrei studiare a Parigi.
2098201	Aki keres, az talál.	4466	Chi cerca trova.
593803	Nem értek németül.	4469	Non capisco il tedesco.
3754080	Nem értem a németet.	4469	Non capisco il tedesco.
593814	Döntöttem.	4470	Ho preso la mia decisione.
593866	Te vagy életem nagy szerelme.	4472	Sei il grande amore della mia vita.
3391340	Te vagy az életem nagy szerelme!	4472	Sei il grande amore della mia vita.
434052	Hideg van.	4485	Fa freddo.
595511	Igazad van.	4487	Hai ragione.
3238814	Ezt te akarattal csináltad!	4488	L'hai fatto apposta!
775831	Nem mondtál neki semmit?	4489	Non gli hai detto nulla?
599001	Kivel beszélek?	4494	Con chi parlo?
574030	Az élet szép.	4496	La vita è bella!
3264840	Az élet szép!	4496	La vita è bella!
9522371	Szép az élet.	4496	La vita è bella!
4564014	Nagyon tetszik a munkám.	4502	Mi piace molto il mio lavoro.
435614	Hova mész?	4514	Dove vai?
711082	Lehetetlen!	4516	È impossibile.
3366465	Lehetetlen.	4516	È impossibile.
4635859	Úgy gondolom, jó, hogy léteznek még könyvek, bár én álmos leszek tőlük.	4521	Penso che sia un bene che i libri esistano ancora, però mi fanno venire voglia di dormire.
406302	Van nálad egy ceruza?	4526	Hai con te una matita?
3265999	Kezeket le!	4535	Metti giù le mani!
2778337	Nem ismerem őt.	4548	Non lo conosco.
644670	Beszélni ezüst, hallgatni arany.	4555	La parola è d'argento ma il silenzio è d'oro.
665125	Miért akar ma elutazni?	4563	Perché volete partire oggi?
711061	Jobb későn, mint soha.	4567	Meglio tardi che mai.
720447	Minden út Rómába vezet.	4573	Tutte le strade portano a Roma.
2097629	A szó elszáll, az írás megmarad.	4580	Gli scritti restano, le parole volano.
827416	A falnak is füle van.	4609	I muri hanno orecchie.
3593538	Füle van a falnak.	4609	I muri hanno orecchie.
6763708	Már nem akarom.	4614	Non ne voglio più.
1034230	Amikor elindultunk esett az eső, de amikor megérkeztünk sütött a nap.	4619	Siamo partiti con la pioggia, però siamo arrivati con il sole.
3674353	Elmentem egy sörre a barátokkal.	4630	Sono andato bere una birra con degli amici.
631583	Kaviárt ettem.	4634	Ho mangiato del caviale.
3474989	Ettem kaviárt.	4634	Ho mangiato del caviale.
604310	Ki jön velem?	4655	Chi viene con me?
4514547	A legszebb olasz város Firenze.	4657	Firenze è la città più bella d'Italia.
4514552	Olaszország legszebb városa Firenze.	4657	Firenze è la città più bella d'Italia.
5302203	A film két órát tartott.	4664	Il film è durato 2 ore.
708254	Milyen szép vagy!	4671	Come sei bella!
3252139	Nehezebb annál, ahogy te gondolod.	4675	È più difficile di quello che pensi.
2363306	Egész éjszaka esett a hó.	4700	Ha nevicato tutta la notte.
4141707	Egész éjjel havazott.	4700	Ha nevicato tutta la notte.
1059286	Szia, Tom!	119811	Ciao, Tom.
3517140	Én vagyok.	335150	Sono io.
585343	Egyetértek.	335151	Sono d'accordo.
673567	Jó kérdés!	338393	Bella domanda.
574023	Mi hiányzik?	338431	Che cosa manca?
673587	Mi?	338447	Cosa?
668222	Van egy kérdésem.	338693	Ho una domanda.
1063413	Meleg van ma.	338708	Fa caldo oggi.
1063414	Emlékszel rám?	338746	Ti ricordi di me?
3354879	Nagyon romantikus!	340650	È molto romantico!
12474730	Nem ismertem ezt a dalt.	340680	Non conoscevo quella canzone.
12474733	Ezt a dalt nem ismertem.	340680	Non conoscevo quella canzone.
3245792	Takarítsd ki a szobát.	340684	Pulisci la camera.
4292100	Karin osztrák.	341618	Karin è austriaca.
3339741	Sok barátom van.	341630	Ho molti amici.
3564537	Velencében mindig sok a turista.	341637	A Venezia ci sono sempre tanti turisti.
3573500	Andreának hívnak.	342132	Mi chiamo Andrea.
3515840	Mit jelent ez?	342144	Questo cosa significa?
1467373	Tele vagyok!	342167	Sono pieno!
1467375	Teli vagyok!	342167	Sono pieno!
1056355	Beszél angolul?	348758	Parla inglese?
3261484	Nagyon fáradtnak tűnt.	350276	Sembrava molto stanco.
4565416	Elkezdett futni.	350284	Cominciò a correre.
1467378	Az összes busz tele van.	350289	Tutti gli autobus sono pieni.
3141024	Minden busz tele van.	350289	Tutti gli autobus sono pieni.
3648255	Kinyitja az ablakot.	350291	Lei apre la finestra.
3125473	Szabad egy kicsit még maradni?	350299	È possibile restare un altro po'?
3493402	A tolvaj kikapta a táskát a kezéből.	350303	Il ladro prese la borsa dalla sua mano.
3260626	1900-ban elhagyta Angliát, és többé nem tért vissza.	350309	Nel 1900 lasciò l'Inghilterra e non tornò più.
3260629	1900-ban elhagyta Angliát, és többé nem ment vissza.	350309	Nel 1900 lasciò l'Inghilterra e non tornò più.
3276383	Kérem, tájékoztasson az eredményről telefonon.	350323	Per favore, fammi sapere il risultato per telefono.
601894	Jobb.	350331	Meglio.
5707778	Kezdjük?	350355	Cominciamo?
3474990	Hol van a múzeum bejárata?	350375	Dov'è l'entrata del museo?
2115569	Mary elmondta Johnnak a titkot.	350390	Mary disse il segreto a John.
3269087	Elég meleg van az úszáshoz.	350400	Fa abbastanza caldo per nuotare.
1746445	Nagyon érdekesnek találtam a könyvet.	350447	Ho trovato il libro molto interessante.
2303394	A lányok nem féltek, de a fiúk igen.	350452	Le ragazze non avevano paura, ma i ragazzi sì.
3887322	Ez a kutya volt az, amelyik megharapta a kezemet.	350455	È stato quel cane a mordermi la mano.
3293899	Nyilvánosan inzultált engem.	350459	Mi insultò pubblicamente.
3182897	Ki lehet az?	350472	Chi mai può essere?
3493487	Ha lett volna elég pénzem, megvettem volna a táskát.	350501	Se avessi avuto abbastanza soldi, avrei comprato la borsa.
2097715	A nagybátyám tíz évig élt Párizsban.	350532	Mio zio ha vissuto a Parigi per dieci anni.
