508362	Diyos ang lumikha sa mundo.	978651	신이 세상을 창조하였다.
433279	Gutom na ako.	1122147	배고파.
5214146	Hindi!	5548653	아니오.
4554715	Bakit hindi?	8422999	왜 안돼?
5214146	Hindi!	10622145	아니!
2808593	Magandang gabi.	10622378	잘 자요.
10517735	Ako si Tom.	10623944	나는 톰이야.
2303883	Kumusta po?	10663802	안녕하세요?
5296201	Kamusta, Tom!	10675002	안녕, 톰!
2312094	Salamat.	12212263	감사합니다.
2747469	Oo.	12213649	예.
11733604	Kaibigan ko si Tom.	12215340	톰은 나의 친구다.
11733605	Kaibigan ko po si Tom.	12215340	톰은 나의 친구다.
11022882	Ako po si Maria.	12216918	메리입니다.
12186056	Ako si Maria.	12216918	메리입니다.
11022882	Ako po si Maria.	12216924	메리예요.
12186056	Ako si Maria.	12216924	메리예요.
11612204	Ipinalaki po akong kumakain ng pagkaing Mehikano.	12401434	나는 멕시코 음식을 먹으며 자랐습니다.
