380380	Proviamo a fare qualcosa!	2480	¡Intentemos algo!
565617	Proviamo qualcosa!	2480	¡Intentemos algo!
4368	Devo andare a dormire.	2481	Tengo que irme a dormir.
350952	Che stai facendo?	2482	¿Qué estás haciendo?
350953	Che fai?	2482	¿Qué estás haciendo?
376071	Cosa stai facendo?	2482	¿Qué estás haciendo?
4370	Che cos'è?	2483	¿Qué es eso?
383738	Oggi è il 18 giugno ed è il compleanno di Muiriel!	2484	¡Hoy es 18 de junio y es el cumpleaños de Muiriel!
382901	Buon compleanno, Muiriel!	2485	¡Feliz cumpleaños, Muiriel!
4372	La parola d'accesso è "Muiriel".	2487	La contraseña es "Muiriel".
565598	La password è "Muiriel".	2487	La contraseña es "Muiriel".
381424	Ritorno presto.	2488	Volveré pronto.
381425	Ritornerò presto.	2488	Volveré pronto.
565597	Tornerò presto.	2488	Volveré pronto.
1312011	Non ho parole.	2490	No tengo palabras.
2352920	Semplicemente non so cosa dire...	2492	Simplemente no sé qué decir...
568669	Era un coniglietto cattivo.	2493	Era un conejo malo.
380463	Ero in montagna.	2494	Yo estaba en las montañas.
1923127	Io ero in montagna.	2494	Yo estaba en las montañas.
568677	È una foto recente?	2495	¿Es una foto reciente?
383016	Non so se ho tempo.	2496	No sé si tengo tiempo.
2194123	Il microfono, per qualche motivo, fino a quel momento non aveva funzionato.	2497	Por alguna razón, el micrófono no había funcionado hasta entonces.
568678	L'educazione in questo mondo mi delude.	2499	La educación en este mundo me decepciona.
4374	Non cambierà niente.	2502	Eso no va a cambiar nada.
4375	Costerà trenta euro.	2503	Eso va a costar 30 €.
382358	Guadagno 100€ al giorno.	2504	Gano 100 € al día.
350989	Quello non succederà.	2507	Eso no va a pasar.
4376	Non ti preoccupare.	2512	No te preocupes.
570609	Mi sono sempre piaciuti di più i personaggi misteriosi.	2515	Siempre me gustaron más los personajes misteriosos.
378722	Dovresti dormire.	2516	Deberías dormir.
375236	Non posso vivere così.	2520	No puedo vivir así.
375237	Non mi è mai piaciuta la biologia.	2522	Nunca me gustó la biología.
375239	È sfortunatamente vero.	2525	Desafortunadamente es verdad.
4711128	Quella è la mia frase!	2529	¡Esa es mi frase!
4378	Sei sicuro?	2531	¿Estás seguro?
4711125	Quindi abbiamo un problema...	2532	Entonces tenemos un problema...
760698	Oh, là c'è una farfalla!	2533	¡Ah, allí hay una mariposa!
643639	Sbrigati!	2534	¡Date prisa!
376616	Non mi sorprende.	2535	No me sorprende.
2925310	Se potessi essere così...	2536	Si yo pudiera ser así...
384903	È la cosa più stupida che abbia mai detto.	2540	Es la cosa más estúpida que he dicho nunca.
380421	Quando sarò grande, voglio essere un re.	2542	Cuando crezca, quiero ser un rey.
836295	Sono così grasso.	2544	Estoy tan gordo.
4379	E allora?	2545	¿Entonces qué?
602390	Non sono un vero pesce, non sono che un semplice pupazzo.	2547	No soy un pez de verdad, sólo soy un peluche.
1081550	Mi ci vorrebbe una vita per spiegare tutto.	2552	Me tomaría una eternidad explicarte todo.
380347	È perché sei una ragazza.	2553	Eso es porque eres una chica.
4297944	È perché tu sei una ragazza.	2553	Eso es porque eres una chica.
1311007	È sempre stato così.	2561	Así ha sido siempre.
399291	Penso che sia meglio non essere maleducati.	2562	Creo que lo mejor es no ser maleducado.
381869	Quando mi sono svegliato ero triste.	2566	Cuando me desperté estaba triste.
384837	Pensavo che ti piacesse imparare cose nuove.	2568	Yo pensaba que te gustaba aprender cosas nuevas.
381158	Se potessi inviarti un marshmallow, Trang, lo farei.	2570	Si pudiera enviarte un malvavisco, Trang, lo haría.
4380	Per farlo, bisogna correre dei rischi.	2571	Para hacer eso, tienes que arriesgarte.
4381	Perché lo chiedi?	2573	¿Por qué lo preguntas?
4382	Non sono un artista. Non ho mai avuto lo spirito per queste cose.	2574	No soy un artista. Nunca tuve mente para ello.
1008372	Quanto tempo sei stato?	2578	¿Cuánto tiempo estuviste?
4383	L'innocenza è una cosa bella.	2580	La inocencia es una cosa hermosa.
383018	Non sapevo da dove venisse.	2588	No sabía de dónde venía eso.
4384	Non è importante.	2590	No es importante.
