4874872	Una persona laboriosa avrà successo nella vita.	18840	Laborema homo havos sukceson en la vivo.
1354500	Mi scusi, mi permetta di indicare tre errori nell'articolo di cui sopra.	331185	Pardonu, permesu al mi indiki tri erarojn en la supra artikolo.
1354507	Ma mi stai ascoltando?	331189	Ĉu vi entute aŭskultas min?
382156	Tutti gli esseri umani nascono liberi ed eguali in dignità e diritti. Essi sono dotati di ragione e di coscienza e devono agire gli uni verso gli altri in spirito di fratellanza.	338270	Ĉiuj homoj estas denaske liberaj kaj egalaj laŭ digno kaj rajtoj. Ili posedas racion kaj konsciencon, kaj devus konduti unu al alia en spirito de frateco.
375354	Nessuno mi capisce.	338310	Neniu komprenas min.
4374	Non cambierà niente.	338318	Tio ŝanĝos nenion.
2423114	Non farà nessuna differenza.	338318	Tio ŝanĝos nenion.
5695098	Questo non cambierà niente.	338318	Tio ŝanĝos nenion.
4376	Non ti preoccupare.	338319	Ne zorgu.
382050	Nessuno lo saprà.	338320	Neniu scios.
373882	Non capisco.	338324	Mi ne komprenas.
1280961	Non lo capisco.	338324	Mi ne komprenas.
1979898	Io non capisco.	338324	Mi ne komprenas.
2671116	Non comprendo.	338324	Mi ne komprenas.
2671117	Io non comprendo.	338324	Mi ne komprenas.
388797	Non perderò!	338325	Mi ne malgajnos!
382049	Non dimenticarti di noi!	338326	Ne forgesu nin!
702824	Non dimenticatevi di noi!	338326	Ne forgesu nin!
4614	Non ne voglio più.	338327	Mi ne plu volas tion.
702835	Quanto dista l'aeroporto?	338329	Kiom for estas la flughaveno?
4407	Non riusciamo a dormire dal rumore.	338330	Ni ne povas dormi pro la bruo.
2716515	Non possiamo dormire a causa del rumore.	338330	Ni ne povas dormi pro la bruo.
2716516	Noi non possiamo dormire a causa del rumore.	338330	Ni ne povas dormi pro la bruo.
965377	All'Hilton Hotel, per favore!	338335	Al la hotelo Hilton bonvolu.
965378	All'Hilton Hotel, per piacere.	338335	Al la hotelo Hilton bonvolu.
839622	Qual è il tuo gruppo sanguigno?	338340	Kiu estas via sangogrupo?
607041	Per favore, dammi un bicchiere d'acqua.	338343	Bonvolu doni al mi glason da akvo.
666532	Dammi un bicchiere d'acqua per favore.	338343	Bonvolu doni al mi glason da akvo.
666534	Mi dia un bicchiere d'acqua per favore.	338343	Bonvolu doni al mi glason da akvo.
726574	Un bicchiere d'acqua, per favore.	338343	Bonvolu doni al mi glason da akvo.
726575	Un bicchiere d'acqua, per piacere.	338343	Bonvolu doni al mi glason da akvo.
1090834	Mi dia un bicchiere d'acqua, per favore.	338343	Bonvolu doni al mi glason da akvo.
1307440	Datemi un bicchiere d'acqua, per favore.	338343	Bonvolu doni al mi glason da akvo.
1307441	Datemi un bicchiere d'acqua, per piacere.	338343	Bonvolu doni al mi glason da akvo.
1307443	Mi dia un bicchiere d'acqua, per piacere.	338343	Bonvolu doni al mi glason da akvo.
830060	Il film è durato due ore.	338353	La filmo daŭris du horojn.
378901	La domanda è questa.	338362	La demando jenas.
4454	È troppo caro!	338372	Tio tro multekostas!
376617	È una sorpresa.	338373	Tio estas surprizo.
4485	Fa freddo.	338384	Malvarmas.
702825	C'è freddo.	338384	Malvarmas.
382046	Sta piovendo.	338385	Pluvas.
382047	Piove.	338385	Pluvas.
4384	Non è importante.	338386	Tio ne gravas.
4550	Non importa.	338386	Tio ne gravas.
3426747	Sono contenta di rivederla.	338388	Mi ĝojas revidi vin.
376605	Non so.	338389	Mi ne scias.
843131	Non lo so.	338389	Mi ne scias.
2391790	Io non so.	338389	Mi ne scias.
2391791	Io non lo so.	338389	Mi ne scias.
338393	Bella domanda.	338390	Bona demando.
617168	Buona domanda.	338390	Bona demando.
1495392	Una buona domanda.	338390	Bona demando.
2157841	Ti darò un passaggio fino all'aeroporto.	338395	Mi veturigos vin al la flughaveno.
2157842	Vi darò un passaggio fino all'aeroporto.	338395	Mi veturigos vin al la flughaveno.
2157843	Le darò un passaggio fino all'aeroporto.	338395	Mi veturigos vin al la flughaveno.
387332	Vi prego di perdonarmi.	338401	Bonvolu pardoni min.
845790	Per piacere, perdonami.	338401	Bonvolu pardoni min.
845791	Per favore, perdonami.	338401	Bonvolu pardoni min.
845792	Per piacere, perdonatemi.	338401	Bonvolu pardoni min.
845794	Per favore, perdonatemi.	338401	Bonvolu pardoni min.
845795	Per piacere, mi perdoni.	338401	Bonvolu pardoni min.
845796	Per favore, mi perdoni.	338401	Bonvolu pardoni min.
382053	È solo la tua immaginazione.	338419	Tio estas nur via imago.
350562	Ti ricordi?	338422	Ĉu vi memoras?
860871	Vi ricordate?	338422	Ĉu vi memoras?
1649830	Si ricorda?	338422	Ĉu vi memoras?
338431	Che cosa manca?	338429	Kio mankas?
900043	Torniamo!	338432	Ni revenu.
3252420	Ripassiamo.	338432	Ni revenu.
1255148	È tardi.	338436	Malfruas.
702839	Prendi un taxi per l'hotel.	338439	Prenu taksion al la hotelo.
702840	Prendete un taxi per l'hotel.	338439	Prenu taksion al la hotelo.
338447	Cosa?	338446	Kio?
4960995	Che?	338446	Kio?
379254	Questa mela è molto rossa.	338474	Ĉi tiu pomo estas tre ruĝa.
338479	Quella chitarra è così cara che non posso comprarla.	338477	Tiu gitaro estas tiom multekosta, ke mi ne povas aĉeti ĝin.
439883	Ora ricordo.	338483	Nun mi memoras.
353408	Non parlo giapponese.	338647	Mi ne parolas la japanan.
1472938	Io non parlo giapponese.	338647	Mi ne parolas la japanan.
4388	Ti amo.	338665	Mi amas vin!
380193	Vi amo.	338665	Mi amas vin!
2385468	Ti amo!	338665	Mi amas vin!
378898	Rispondi alla domanda.	338686	Respondu la demandon.
3776858	Risponda alla domanda.	338686	Respondu la demandon.
3776859	Rispondete alla domanda.	338686	Respondu la demandon.
359438	Che sorpresa!	338689	Kia surprizo!
338693	Ho una domanda.	338690	Mi havas demandon.
2701463	Io ho una domanda.	338690	Mi havas demandon.
338708	Fa caldo oggi.	338710	Estas varmege hodiaŭ.
430321	Vi farò visitare la città.	338740	Mi montros la urbon al vi.
376604	Non manca niente.	338764	Mankas nenio.
2934139	Non manca nulla.	338764	Mankas nenio.
377192	I genitori amano i propri figli.	338767	Gepatroj amas siajn gefilojn.
4493	Mi potresti ritelefonare più tardi, per favore?	338772	Ĉu vi povus retelefoni pli malfrue?
4496	La vita è bella!	338774	La vivo belas.
4475	Non mi piace imparare i verbi irregolari.	338775	Mi ne ŝatas lerni malregulajn verbojn.
4446	Il conto, per favore.	338778	La kalkulon, bonvolu.
1368675	Il conto, per favore!	338778	La kalkulon, bonvolu.
4690	Quando ero bambino, passavo ore a leggere da solo in camera mia.	338780	Kiam mi estis infano, mi pasigis multajn horojn legante sola en mia ĉambro.
4476	Prendi un libro e leggilo!	338781	Prenu libron kaj legu ĝin!
2874863	Prenda un libro e lo legga!	338781	Prenu libron kaj legu ĝin!
2874864	Prendete un libro e leggetelo!	338781	Prenu libron kaj legu ĝin!
4447	Mi fa male la testa.	338782	Mi havas kapdoloron.
380233	Ho mal di testa.	338782	Mi havas kapdoloron.
946137	Ho male alla testa.	338782	Mi havas kapdoloron.
1160173	Ho il mal di testa.	338782	Mi havas kapdoloron.
4368	Devo andare a dormire.	338786	Mi devas enlitiĝi.
710678	Devo andare a letto.	338786	Mi devas enlitiĝi.
2608467	Io devo andare a dormire.	338786	Mi devas enlitiĝi.
4631	È saltato dalla finestra.	338787	Li saltis el la fenestro.
4423	Grazie, è tutto.	338789	Dankon, tio estas ĉio.
4676	Mi ha detto che sarebbe andato a Venezia.	338790	Li diris al mi, ke li iros al Venecio.
4662	Il film è cominciato alle 2.	338792	La filmo komenciĝis je la 2a.
4554	Vado ogni mattina a fare la spesa.	338793	Ĉiun matenon mi iras aĉetumi.
4396	Come si scrive "pretty"?	338795	Kiel oni literumas "pretty"?
4408	Hai un preservativo?	338796	Ĉu vi havas kondomon?
439355	Quanto costa?	338797	Kiom kostas tio?
4424	Vuoi ballare con me?	338808	Ĉu vi volas danci kun mi?
4381	Perché lo chiedi?	338825	Kial vi demandas?
382901	Buon compleanno, Muiriel!	338900	Feliĉan naskiĝtagon, Muiriel!
1824342	Felice compleanno, Muiriel!	338900	Feliĉan naskiĝtagon, Muiriel!
373884	Non ho molti soldi.	339041	Mi ne havas multe da mono.
1677714	Io non ho molti soldi.	339041	Mi ne havas multe da mono.
1677721	Non ho molto denaro.	339041	Mi ne havas multe da mono.
1677723	Io non ho molto denaro.	339041	Mi ne havas multe da mono.
430322	Diffondi l'esperanto!	340222	Disvastigu Esperanton!
411944	Buongiorno!	373340	Saluton!
607363	Ciao!	373340	Saluton!
836290	Salve.	373340	Saluton!
1418834	Ave!	373340	Saluton!
4425	Che ore sono?	381817	Kioma horo estas?
1649933	Che ora è?	381817	Kioma horo estas?
382055	Grazie!	382056	Dankon!
350375	Dov'è l'entrata del museo?	382540	Kie estas la enirejo en la muzeon?
3891912	Questo libro non è facile come quello.	382546	Ĉi tiu libro ne estas tiel facila kiel tiu.
378879	Questa torta è dolce.	382547	Ĉi tiu kuko estas dolĉa.
374320	Mi piace giocare a tennis.	382550	Mi ŝatas ludi tenison.
5128232	A me piace giocare a tennis.	382550	Mi ŝatas ludi tenison.
1805211	Ai giovani giapponesi piacciono il rock e il jazz.	382556	Junaj japanoj ŝatas rok-muzikon kaj ĵazon.
425755	Non conosco niente sul Giappone.	382558	Mi scias nenion pri Japanio.
361942	Sono Tom. Vorrei parlare con Ann.	382560	Parolas Tom. Mi volus paroli kun Anna.
635663	Immagino che ti piaccia.	382569	Mi supozas, ke vi ŝatas lin.
4811599	Beh, a volte.	382570	Nu, fojfoje.
4811600	Beh, di tanto in tanto.	382570	Nu, fojfoje.
430078	C'erano due torte.	382571	Estis du kukoj.
3606987	Tom ha finalmente smesso di fumare.	382577	Tom finfine ĉesis pri fumado.
984153	Vorrei telefonare ai genitori.	382578	Mi volus telefoni al la gepatroj.
383183	Ho appena finito i compiti.	382599	Mi ĵus finis mian hejmtaskon.
706832	Mi ha mostrato la sua nuova auto.	382602	Ŝi montris al mi sian novan aŭton.
3792172	Gli Stati Uniti sono composti da cinquanta Stati.	382614	Usono konsistas el 50 ŝtatoj.
1933971	La signora West è occupata a preparare la colazione.	382616	Sinjorino West preparas matenmanĝon.
3641020	Abbiamo avuto un esame di matematica oggi.	382622	Hodiaŭ ni havis ekzamenon pri matematiko.
3641021	Noi abbiamo avuto un esame di matematica oggi.	382622	Hodiaŭ ni havis ekzamenon pri matematiko.
996111	Ho una domanda stupida.	382637	Mi havas stultan demandon.
3514220	Io ho una domanda stupida.	382637	Mi havas stultan demandon.
375083	Ero da solo in aula.	382638	Mi estis sola en la klasĉambro.
375247	Bill era in Giappone.	382639	Bill estis en Japanio.
4690620	Gli alberi hanno già perso le loro foglie.	382645	La arboj jam perdis siajn foliojn.
373738	Resta qui con noi.	382654	Restu kun ni.
927082	Resta con noi.	382654	Restu kun ni.
927091	Rimani con noi.	382654	Restu kun ni.
4480986	State con noi.	382654	Restu kun ni.
4480987	Resti con noi.	382654	Restu kun ni.
4480988	Restate con noi.	382654	Restu kun ni.
4480989	Rimanga con noi.	382654	Restu kun ni.
4480990	Rimanete con noi.	382654	Restu kun ni.
614906	Un grande animale è scappato dallo zoo.	382655	Granda besto fuĝis el la bestoĝardeno.
427918	Posso entrare?	382660	Ĉu mi povas eniri?
4612	Non posso dire il contrario.	382661	Mi ne povas ion kontraŭdiri.
